"SortID","MonitorID","QUniqueID","Date","Year","Location","Treated","YearTreated","ExSpTabTitle","Baseline","Quadrat","QuadratLocation_m","Species","Native_or_Invasive","PercentCover","OriginalSpecies"
49,"U-DL","U-DL_Q3_2.6",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q3",2.6,"speedwell","Invasive",1,"speedwell"
50,"U-DL","U-DL_Q3_2.6",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q3",2.6,"mixed grass","MixedGrass",15,"mixed moss and grass"
65,"U-CH","U-CH_Q3_2.6",2025-04-03,2029,"Oak Haven","Untreated",NA,"2025 Oak Haven Untreated #2",2,"Q3",2.6,"mixed grass","MixedGrass",90,"mixed moss and grass"
73,"T-CH","T-CH_Q1_4.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #2",1,"Q1",4.3,"mixed grass","MixedGrass",60,"mixed moss and grass"
78,"T-CH","T-CH_Q2_3.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #2",1,"Q2",3.3,"mixed grass","MixedGrass",65,"mixed moss and grass"
85,"T-CH","T-CH_Q3_8.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #2",1,"Q3",8.3,"mixed grass","MixedGrass",32,"mixed moss and grass"
3,"T-DL","T-DL_Q1_4.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q1",4.3,"camas","Native",10,"camas"
15,"T-DL","T-DL_Q2_3.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q2",3.3,"camas","Native",10,"camas"
35,"U-DL","U-DL_Q1_9",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q1",9,"camas","Native",5,"camas"
39,"U-DL","U-DL_Q2_13.3",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q2",13.3,"camas","Native",5,"camas"
46,"U-DL","U-DL_Q3_2.6",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q3",2.6,"camas","Native",13,"camas"
54,"U-CH","U-CH_Q1_9",2025-04-03,2028,"Oak Haven","Untreated",NA,"2025 Oak Haven Untreated #2",2,"Q1",9,"camas","Native",2,"camas"
57,"U-CH","U-CH_Q2_13.3",2025-04-03,2029,"Oak Haven","Untreated",NA,"2025 Oak Haven Untreated #2",2,"Q2",13.3,"camas","Native",3,"camas"
67,"T-CH","T-CH_Q1_4.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #2",1,"Q1",4.3,"camas","Native",2,"camas"
74,"T-CH","T-CH_Q2_3.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #2",1,"Q2",3.3,"camas","Native",8,"camas"
52,"U-CH","U-CH_Q1_9",2025-04-03,2026,"Oak Haven","Untreated",NA,"2025 Oak Haven Untreated #2",2,"Q1",9,"delphinium","Native",2,"delphinium"
58,"U-CH","U-CH_Q2_13.3",2025-04-03,2029,"Oak Haven","Untreated",NA,"2025 Oak Haven Untreated #2",2,"Q2",13.3,"delphinium","Native",2,"delphinium"
63,"U-CH","U-CH_Q3_2.6",2025-04-03,2029,"Oak Haven","Untreated",NA,"2025 Oak Haven Untreated #2",2,"Q3",2.6,"delphinium","Native",5,"delphinium"
68,"T-CH","T-CH_Q1_4.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #2",1,"Q1",4.3,"delphinium","Native",8,"delphinium"
75,"T-CH","T-CH_Q2_3.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #2",1,"Q2",3.3,"delphinium","Native",10,"delphinium"
6,"T-DL","T-DL_Q1_4.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q1",4.3,"fawn lily","Native",3,"fawn lily"
11,"T-DL","T-DL_Q2_3.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q2",3.3,"fawn lily","Native",1,"fawn lily"
26,"T-DL","T-DL_Q3_8.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q3",8.3,"fawn lily","Native",1,"fawn lily"
30,"U-DL","U-DL_Q1_9",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q1",9,"fawn lily","Native",5,"fawn lily"
42,"U-DL","U-DL_Q2_13.3",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q2",13.3,"fawn lily","Native",1,"fawn lily"
51,"U-CH","U-CH_Q1_9",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven Untreated #2",2,"Q1",9,"fawn lily","Native",5,"fawn lily"
61,"U-CH","U-CH_Q2_13.3",2025-04-03,2029,"Oak Haven","Untreated",NA,"2025 Oak Haven Untreated #2",2,"Q2",13.3,"fawn lily","Native",2,"fawn lily"
64,"U-CH","U-CH_Q3_2.6",2025-04-03,2029,"Oak Haven","Untreated",NA,"2025 Oak Haven Untreated #2",2,"Q3",2.6,"fawn lily","Native",2,"fawn lily"
69,"T-CH","T-CH_Q1_4.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #2",1,"Q1",4.3,"fawn lily","Native",2,"fawn lily"
83,"T-CH","T-CH_Q3_8.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #2",1,"Q3",8.3,"fawn lily","Native",1,"fawn lily"
33,"U-DL","U-DL_Q1_9",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q1",9,"field chickweed","Native",2,"field chickweed"
43,"U-DL","U-DL_Q2_13.3",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q2",13.3,"field chickweed","Native",1,"field chickweed"
82,"T-CH","T-CH_Q3_8.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #2",1,"Q3",8.3,"field chickweed","Native",3,"field chickweed"
8,"T-DL","T-DL_Q1_4.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q1",4.3,"Menzies larkspur","Native",9,"Menzies larkspur"
14,"T-DL","T-DL_Q2_3.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q2",3.3,"Menzies larkspur","Native",10,"Menzies larkspur"
34,"U-DL","U-DL_Q1_9",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q1",9,"Menzies larkspur","Native",5,"Menzies larkspur"
45,"U-DL","U-DL_Q3_2.6",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q3",2.6,"Menzies larkspur","Native",13,"Menzies larkspur"
7,"T-DL","T-DL_Q1_4.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q1",4.3,"moss","Native",25,"moss"
18,"T-DL","T-DL_Q2_3.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q2",3.3,"moss","Native",8,"moss"
25,"T-DL","T-DL_Q3_8.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q3",8.3,"moss","Native",15,"moss"
44,"U-DL","U-DL_Q2_13.3",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q2",13.3,"moss","Native",8,"moss"
66,"U-CH","U-CH_Q3_2.6",2025-04-03,2029,"Oak Haven","Untreated",NA,"2025 Oak Haven Untreated #2",2,"Q3",2.6,"onion","Native",1,"onion"
20,"T-DL","T-DL_Q3_8.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q3",8.3,"Oregon grape","Native",8,"Oregon grape"
28,"U-DL","U-DL_Q1_9",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q1",9,"Oregon grape","Native",9,"Oregon grape"
37,"U-DL","U-DL_Q2_13.3",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q2",13.3,"Oregon grape","Native",14,"Oregon grape"
56,"U-CH","U-CH_Q2_13.3",2025-04-03,2029,"Oak Haven","Untreated",NA,"2025 Oak Haven Untreated #2",2,"Q2",13.3,"Oregon grape","Native",10,"Oregon grape"
79,"T-CH","T-CH_Q3_8.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #2",1,"Q3",8.3,"Oregon grape","Native",35,"Oregon grape"
2,"T-DL","T-DL_Q1_4.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q1",4.3,"Pacific sanicle","Native",3,"Pacific sanicle"
27,"T-DL","T-DL_Q3_8.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q3",8.3,"Pacific sanicle","Native",1,"Pacific sanicle"
72,"T-CH","T-CH_Q1_4.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #2",1,"Q1",4.3,"Pacific sanicle","Native",1,"Pacific sanicle"
41,"U-DL","U-DL_Q2_13.3",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q2",13.3,"rose","Native",1,"rose"
9,"T-DL","T-DL_Q1_4.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q1",4.3,"saxifrage species","Native",1,"saxifrage species"
1,"T-DL","T-DL_Q1_4.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q1",4.3,"shooting star","Native",10,"shooting star"
12,"T-DL","T-DL_Q2_3.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q2",3.3,"shooting star","Native",8,"shooting star"
31,"U-DL","U-DL_Q1_9",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q1",9,"shooting star","Native",5,"shooting star"
47,"U-DL","U-DL_Q3_2.6",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q3",2.6,"shooting star","Native",5,"shooting star"
53,"U-CH","U-CH_Q1_9",2025-04-03,2027,"Oak Haven","Untreated",NA,"2025 Oak Haven Untreated #2",2,"Q1",9,"shooting star","Native",1,"shooting star"
62,"U-CH","U-CH_Q3_2.6",2025-04-03,2029,"Oak Haven","Untreated",NA,"2025 Oak Haven Untreated #2",2,"Q3",2.6,"shooting star","Native",2,"shooting star"
70,"T-CH","T-CH_Q1_4.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #2",1,"Q1",4.3,"shooting star","Native",19,"shooting star"
76,"T-CH","T-CH_Q2_3.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #2",1,"Q2",3.3,"shooting star","Native",7,"shooting star"
13,"T-DL","T-DL_Q2_3.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q2",3.3,"snowberry","Native",2,"snowberry"
21,"T-DL","T-DL_Q3_8.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #1",1,"Q3",8.3,"snowberry","Native",19,"snowberry"
29,"U-DL","U-DL_Q1_9",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q1",9,"snowberry","Native",14,"snowberry"
38,"U-DL","U-DL_Q2_13.3",2025-04-03,2025,"Oak Haven","Untreated",NA,"2025 Oak Haven UnTreated #1",1,"Q2",13.3,"snowberry","Native",8,"snowberry"
80,"T-CH","T-CH_Q3_8.3",2025-04-02,2025,"Oak Haven","Treated",2024,"2025 Oak Haven Treated #2",1,"Q3",8.3,"snowberry","Native",14,"snowberry"
