"treatmentid","siteid","restorationtype","tsr_start_year","trt_year","trt_tsr","treatmentmonth","treatment_category","treatment_type"
"4_110",134,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_110",134,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_111",134,"passive",2005,2005,26,10,"invasion control","mowing"
"4_111",134,"passive",2005,2006,78,10,"invasion control","mowing"
"4_111",134,"passive",2005,2007,130,10,"invasion control","mowing"
"4_111",134,"passive",2005,2008,183,10,"invasion control","mowing"
"4_12",129,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_120",135,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_121",135,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_122",135,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_123",135,"passive",2005,2005,0,4,"invasion control","mowing"
"4_124",135,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_124",135,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_124",135,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_124",135,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_124",135,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_124",135,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_124",135,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_124",135,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_125",135,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_125",135,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_125",135,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_125",135,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_125",135,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_125",135,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_125",135,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_125",135,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_126",135,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_126",135,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_126",135,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_126",135,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_126",135,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_126",135,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_126",135,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_126",135,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_127",135,"passive",2005,2005,0,4,"invasion control","mowing"
"4_127",135,"passive",2005,2005,26,10,"invasion control","mowing"
"4_127",135,"passive",2005,2006,52,4,"invasion control","mowing"
"4_127",135,"passive",2005,2006,78,10,"invasion control","mowing"
"4_127",135,"passive",2005,2007,104,4,"invasion control","mowing"
"4_127",135,"passive",2005,2007,130,10,"invasion control","mowing"
"4_127",135,"passive",2005,2008,157,4,"invasion control","mowing"
"4_127",135,"passive",2005,2008,183,10,"invasion control","mowing"
"4_128",135,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_128",135,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_128",135,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_128",135,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_129",135,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_129",135,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_129",135,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_129",135,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_13",129,"passive",2005,2005,0,4,"invasion control","mowing"
"4_130",135,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_130",135,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_130",135,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_130",135,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_131",135,"passive",2005,2005,26,10,"invasion control","mowing"
"4_131",135,"passive",2005,2006,78,10,"invasion control","mowing"
"4_131",135,"passive",2005,2007,130,10,"invasion control","mowing"
"4_131",135,"passive",2005,2008,183,10,"invasion control","mowing"
"4_14",129,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_14",129,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_14",129,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_14",129,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_14",129,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_14",129,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_14",129,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_14",129,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_140",136,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_141",136,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_142",136,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_143",136,"passive",2005,2005,0,4,"invasion control","mowing"
"4_144",136,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_144",136,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_144",136,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_144",136,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_144",136,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_144",136,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_144",136,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_144",136,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_145",136,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_145",136,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_145",136,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_145",136,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_145",136,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_145",136,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_145",136,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_145",136,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_146",136,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_146",136,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_146",136,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_146",136,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_146",136,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_146",136,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_146",136,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_146",136,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_147",136,"passive",2005,2005,0,4,"invasion control","mowing"
"4_147",136,"passive",2005,2005,26,10,"invasion control","mowing"
"4_147",136,"passive",2005,2006,52,4,"invasion control","mowing"
"4_147",136,"passive",2005,2006,78,10,"invasion control","mowing"
"4_147",136,"passive",2005,2007,104,4,"invasion control","mowing"
"4_147",136,"passive",2005,2007,130,10,"invasion control","mowing"
"4_147",136,"passive",2005,2008,157,4,"invasion control","mowing"
"4_147",136,"passive",2005,2008,183,10,"invasion control","mowing"
"4_148",136,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_148",136,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_148",136,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_148",136,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_149",136,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_149",136,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_149",136,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_149",136,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_15",129,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_15",129,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_15",129,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_15",129,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_15",129,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_15",129,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_15",129,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_15",129,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_150",136,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_150",136,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_150",136,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_150",136,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_151",136,"passive",2005,2005,26,10,"invasion control","mowing"
"4_151",136,"passive",2005,2006,78,10,"invasion control","mowing"
"4_151",136,"passive",2005,2007,130,10,"invasion control","mowing"
"4_151",136,"passive",2005,2008,183,10,"invasion control","mowing"
"4_16",129,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_16",129,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_16",129,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_16",129,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_16",129,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_16",129,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_16",129,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_16",129,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_160",137,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_161",137,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_162",137,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_163",137,"passive",2005,2005,0,4,"invasion control","mowing"
"4_164",137,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_164",137,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_164",137,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_164",137,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_164",137,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_164",137,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_164",137,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_164",137,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_165",137,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_165",137,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_165",137,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_165",137,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_165",137,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_165",137,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_165",137,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_165",137,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_166",137,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_166",137,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_166",137,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_166",137,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_166",137,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_166",137,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_166",137,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_166",137,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_167",137,"passive",2005,2005,0,4,"invasion control","mowing"
"4_167",137,"passive",2005,2005,26,10,"invasion control","mowing"
"4_167",137,"passive",2005,2006,52,4,"invasion control","mowing"
"4_167",137,"passive",2005,2006,78,10,"invasion control","mowing"
"4_167",137,"passive",2005,2007,104,4,"invasion control","mowing"
"4_167",137,"passive",2005,2007,130,10,"invasion control","mowing"
"4_167",137,"passive",2005,2008,157,4,"invasion control","mowing"
"4_167",137,"passive",2005,2008,183,10,"invasion control","mowing"
"4_168",137,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_168",137,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_168",137,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_168",137,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_169",137,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_169",137,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_169",137,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_169",137,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_17",129,"passive",2005,2005,0,4,"invasion control","mowing"
"4_17",129,"passive",2005,2005,26,10,"invasion control","mowing"
"4_17",129,"passive",2005,2006,52,4,"invasion control","mowing"
"4_17",129,"passive",2005,2006,78,10,"invasion control","mowing"
"4_17",129,"passive",2005,2007,104,4,"invasion control","mowing"
"4_17",129,"passive",2005,2007,130,10,"invasion control","mowing"
"4_17",129,"passive",2005,2008,157,4,"invasion control","mowing"
"4_17",129,"passive",2005,2008,183,10,"invasion control","mowing"
"4_170",137,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_170",137,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_170",137,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_170",137,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_171",137,"passive",2005,2005,26,10,"invasion control","mowing"
"4_171",137,"passive",2005,2006,78,10,"invasion control","mowing"
"4_171",137,"passive",2005,2007,130,10,"invasion control","mowing"
"4_171",137,"passive",2005,2008,183,10,"invasion control","mowing"
"4_18",129,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_18",129,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_18",129,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_18",129,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_180",138,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_181",138,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_182",138,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_183",138,"passive",2005,2005,0,4,"invasion control","mowing"
"4_184",138,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_184",138,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_184",138,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_184",138,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_184",138,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_184",138,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_184",138,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_184",138,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_185",138,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_185",138,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_185",138,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_185",138,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_185",138,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_185",138,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_185",138,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_185",138,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_186",138,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_186",138,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_186",138,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_186",138,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_186",138,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_186",138,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_186",138,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_186",138,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_187",138,"passive",2005,2005,0,4,"invasion control","mowing"
"4_187",138,"passive",2005,2005,26,10,"invasion control","mowing"
"4_187",138,"passive",2005,2006,52,4,"invasion control","mowing"
"4_187",138,"passive",2005,2006,78,10,"invasion control","mowing"
"4_187",138,"passive",2005,2007,104,4,"invasion control","mowing"
"4_187",138,"passive",2005,2007,130,10,"invasion control","mowing"
"4_187",138,"passive",2005,2008,157,4,"invasion control","mowing"
"4_187",138,"passive",2005,2008,183,10,"invasion control","mowing"
"4_188",138,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_188",138,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_188",138,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_188",138,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_189",138,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_189",138,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_189",138,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_189",138,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_19",129,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_19",129,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_19",129,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_19",129,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_190",138,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_190",138,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_190",138,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_190",138,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_191",138,"passive",2005,2005,26,10,"invasion control","mowing"
"4_191",138,"passive",2005,2006,78,10,"invasion control","mowing"
"4_191",138,"passive",2005,2007,130,10,"invasion control","mowing"
"4_191",138,"passive",2005,2008,183,10,"invasion control","mowing"
"4_2",128,"passive",2005,2005,0,4,"invasion control","mowing"
"4_20",129,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_20",129,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_20",129,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_20",129,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_21",129,"passive",2005,2005,26,10,"invasion control","mowing"
"4_21",129,"passive",2005,2006,78,10,"invasion control","mowing"
"4_21",129,"passive",2005,2007,130,10,"invasion control","mowing"
"4_21",129,"passive",2005,2008,183,10,"invasion control","mowing"
"4_28",130,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_29",130,"passive",2005,2005,0,4,"invasion control","mowing"
"4_3",128,"passive",2005,2005,0,4,"invasion control","mowing"
"4_3",128,"passive",2005,2005,26,10,"invasion control","mowing"
"4_3",128,"passive",2005,2006,52,4,"invasion control","mowing"
"4_3",128,"passive",2005,2006,78,10,"invasion control","mowing"
"4_3",128,"passive",2005,2007,104,4,"invasion control","mowing"
"4_3",128,"passive",2005,2007,130,10,"invasion control","mowing"
"4_3",128,"passive",2005,2008,157,4,"invasion control","mowing"
"4_3",128,"passive",2005,2008,183,10,"invasion control","mowing"
"4_30",130,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_30",130,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_30",130,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_30",130,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_30",130,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_30",130,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_30",130,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_30",130,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_31",130,"passive",2005,2005,0,4,"invasion control","mowing"
"4_31",130,"passive",2005,2005,26,10,"invasion control","mowing"
"4_31",130,"passive",2005,2006,52,4,"invasion control","mowing"
"4_31",130,"passive",2005,2006,78,10,"invasion control","mowing"
"4_31",130,"passive",2005,2007,104,4,"invasion control","mowing"
"4_31",130,"passive",2005,2007,130,10,"invasion control","mowing"
"4_31",130,"passive",2005,2008,157,4,"invasion control","mowing"
"4_31",130,"passive",2005,2008,183,10,"invasion control","mowing"
"4_32",130,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_32",130,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_32",130,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_32",130,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_33",130,"passive",2005,2005,26,10,"invasion control","mowing"
"4_33",130,"passive",2005,2006,78,10,"invasion control","mowing"
"4_33",130,"passive",2005,2007,130,10,"invasion control","mowing"
"4_33",130,"passive",2005,2008,183,10,"invasion control","mowing"
"4_4",128,"passive",2005,2005,26,10,"invasion control","mowing"
"4_4",128,"passive",2005,2006,78,10,"invasion control","mowing"
"4_4",128,"passive",2005,2007,130,10,"invasion control","mowing"
"4_4",128,"passive",2005,2008,183,10,"invasion control","mowing"
"4_40",131,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_41",131,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_42",131,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_43",131,"passive",2005,2005,0,4,"invasion control","mowing"
"4_44",131,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_44",131,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_44",131,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_44",131,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_44",131,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_44",131,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_44",131,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_44",131,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_45",131,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_45",131,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_45",131,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_45",131,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_45",131,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_45",131,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_45",131,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_45",131,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_46",131,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_46",131,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_46",131,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_46",131,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_46",131,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_46",131,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_46",131,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_46",131,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_47",131,"passive",2005,2005,0,4,"invasion control","mowing"
"4_47",131,"passive",2005,2005,26,10,"invasion control","mowing"
"4_47",131,"passive",2005,2006,52,4,"invasion control","mowing"
"4_47",131,"passive",2005,2006,78,10,"invasion control","mowing"
"4_47",131,"passive",2005,2007,104,4,"invasion control","mowing"
"4_47",131,"passive",2005,2007,130,10,"invasion control","mowing"
"4_47",131,"passive",2005,2008,157,4,"invasion control","mowing"
"4_47",131,"passive",2005,2008,183,10,"invasion control","mowing"
"4_48",131,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_48",131,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_48",131,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_48",131,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_49",131,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_49",131,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_49",131,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_49",131,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_50",131,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_50",131,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_50",131,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_50",131,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_51",131,"passive",2005,2005,26,10,"invasion control","mowing"
"4_51",131,"passive",2005,2006,78,10,"invasion control","mowing"
"4_51",131,"passive",2005,2007,130,10,"invasion control","mowing"
"4_51",131,"passive",2005,2008,183,10,"invasion control","mowing"
"4_60",132,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_61",132,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_62",132,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_63",132,"passive",2005,2005,0,4,"invasion control","mowing"
"4_64",132,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_64",132,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_64",132,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_64",132,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_64",132,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_64",132,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_64",132,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_64",132,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_65",132,"seeding",2005,2005,0,4,"invasion control","mowing"
"4_65",132,"seeding",2005,2005,26,10,"invasion control","mowing"
"4_65",132,"seeding",2005,2006,52,4,"invasion control","mowing"
"4_65",132,"seeding",2005,2006,78,10,"invasion control","mowing"
"4_65",132,"seeding",2005,2007,104,4,"invasion control","mowing"
"4_65",132,"seeding",2005,2007,130,10,"invasion control","mowing"
"4_65",132,"seeding",2005,2008,157,4,"invasion control","mowing"
"4_65",132,"seeding",2005,2008,183,10,"invasion control","mowing"
"4_66",132,"seeding",2005,2005,0,4,"invasion control","mowing"
