"treatmentid","siteid","restorationtype","tsr_start_year","trt_year","trt_tsr","treatmentmonth","treatment_category","treatment_type"
"4_151",136,"passive",2005,2006,52,4,"herbicide","sethoxydim"
"4_151",136,"passive",2005,2007,104,4,"herbicide","sethoxydim"
"4_156",137,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_156",137,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_156",137,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_156",137,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_156",137,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_157",137,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_157",137,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_157",137,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_157",137,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_157",137,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_158",137,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_158",137,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_158",137,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_158",137,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_158",137,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_159",137,"passive",2005,2005,0,4,"herbicide","sethoxydim"
"4_159",137,"passive",2005,2006,52,4,"herbicide","sethoxydim"
"4_159",137,"passive",2005,2006,78,10,"herbicide","glyphosate"
"4_159",137,"passive",2005,2007,104,4,"herbicide","sethoxydim"
"4_159",137,"passive",2005,2008,183,10,"herbicide","glyphosate"
"4_160",137,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_160",137,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_161",137,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_161",137,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_162",137,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_162",137,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_163",137,"passive",2005,2006,78,10,"herbicide","glyphosate"
"4_163",137,"passive",2005,2008,183,10,"herbicide","glyphosate"
"4_168",137,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_168",137,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_168",137,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_169",137,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_169",137,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_169",137,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_170",137,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_170",137,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_170",137,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_171",137,"passive",2005,2005,0,4,"herbicide","sethoxydim"
"4_171",137,"passive",2005,2006,52,4,"herbicide","sethoxydim"
"4_171",137,"passive",2005,2007,104,4,"herbicide","sethoxydim"
"4_176",138,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_176",138,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_176",138,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_176",138,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_176",138,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_177",138,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_177",138,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_177",138,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_177",138,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_177",138,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_178",138,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_178",138,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_178",138,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_178",138,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_178",138,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_179",138,"passive",2005,2005,0,4,"herbicide","sethoxydim"
"4_179",138,"passive",2005,2006,52,4,"herbicide","sethoxydim"
"4_179",138,"passive",2005,2006,78,10,"herbicide","glyphosate"
"4_179",138,"passive",2005,2007,104,4,"herbicide","sethoxydim"
"4_179",138,"passive",2005,2008,183,10,"herbicide","glyphosate"
"4_18",129,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_18",129,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_18",129,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_180",138,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_180",138,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_181",138,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_181",138,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_182",138,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_182",138,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_183",138,"passive",2005,2006,78,10,"herbicide","glyphosate"
"4_183",138,"passive",2005,2008,183,10,"herbicide","glyphosate"
"4_188",138,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_188",138,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_188",138,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_189",138,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_189",138,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_189",138,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_19",129,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_19",129,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_19",129,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_190",138,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_190",138,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_190",138,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_191",138,"passive",2005,2005,0,4,"herbicide","sethoxydim"
"4_191",138,"passive",2005,2006,52,4,"herbicide","sethoxydim"
"4_191",138,"passive",2005,2007,104,4,"herbicide","sethoxydim"
"4_2",128,"passive",2005,2006,78,10,"herbicide","glyphosate"
"4_2",128,"passive",2005,2008,183,10,"herbicide","glyphosate"
"4_20",129,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_20",129,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_20",129,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_21",129,"passive",2005,2005,0,4,"herbicide","sethoxydim"
"4_21",129,"passive",2005,2006,52,4,"herbicide","sethoxydim"
"4_21",129,"passive",2005,2007,104,4,"herbicide","sethoxydim"
"4_26",130,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_26",130,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_26",130,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_26",130,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_26",130,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_27",130,"passive",2005,2005,0,4,"herbicide","sethoxydim"
"4_27",130,"passive",2005,2006,52,4,"herbicide","sethoxydim"
"4_27",130,"passive",2005,2006,78,10,"herbicide","glyphosate"
"4_27",130,"passive",2005,2007,104,4,"herbicide","sethoxydim"
"4_27",130,"passive",2005,2008,183,10,"herbicide","glyphosate"
"4_28",130,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_28",130,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_29",130,"passive",2005,2006,78,10,"herbicide","glyphosate"
"4_29",130,"passive",2005,2008,183,10,"herbicide","glyphosate"
"4_32",130,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_32",130,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_32",130,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_33",130,"passive",2005,2005,0,4,"herbicide","sethoxydim"
"4_33",130,"passive",2005,2006,52,4,"herbicide","sethoxydim"
"4_33",130,"passive",2005,2007,104,4,"herbicide","sethoxydim"
"4_36",131,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_36",131,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_36",131,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_36",131,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_36",131,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_37",131,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_37",131,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_37",131,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_37",131,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_37",131,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_38",131,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_38",131,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_38",131,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_38",131,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_38",131,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_39",131,"passive",2005,2005,0,4,"herbicide","sethoxydim"
"4_39",131,"passive",2005,2006,52,4,"herbicide","sethoxydim"
"4_39",131,"passive",2005,2006,78,10,"herbicide","glyphosate"
"4_39",131,"passive",2005,2007,104,4,"herbicide","sethoxydim"
"4_39",131,"passive",2005,2008,183,10,"herbicide","glyphosate"
"4_4",128,"passive",2005,2005,0,4,"herbicide","sethoxydim"
"4_4",128,"passive",2005,2006,52,4,"herbicide","sethoxydim"
"4_4",128,"passive",2005,2007,104,4,"herbicide","sethoxydim"
"4_40",131,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_40",131,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_41",131,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_41",131,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_42",131,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_42",131,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_43",131,"passive",2005,2006,78,10,"herbicide","glyphosate"
"4_43",131,"passive",2005,2008,183,10,"herbicide","glyphosate"
"4_48",131,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_48",131,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_48",131,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_49",131,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_49",131,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_49",131,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_50",131,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_50",131,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_50",131,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_51",131,"passive",2005,2005,0,4,"herbicide","sethoxydim"
"4_51",131,"passive",2005,2006,52,4,"herbicide","sethoxydim"
"4_51",131,"passive",2005,2007,104,4,"herbicide","sethoxydim"
"4_56",132,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_56",132,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_56",132,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_56",132,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_56",132,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_57",132,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_57",132,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_57",132,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_57",132,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_57",132,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_58",132,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_58",132,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_58",132,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_58",132,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_58",132,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_59",132,"passive",2005,2005,0,4,"herbicide","sethoxydim"
"4_59",132,"passive",2005,2006,52,4,"herbicide","sethoxydim"
"4_59",132,"passive",2005,2006,78,10,"herbicide","glyphosate"
"4_59",132,"passive",2005,2007,104,4,"herbicide","sethoxydim"
"4_59",132,"passive",2005,2008,183,10,"herbicide","glyphosate"
"4_6",129,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_6",129,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_6",129,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_6",129,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_6",129,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_60",132,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_60",132,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_61",132,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_61",132,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_62",132,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_62",132,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_63",132,"passive",2005,2006,78,10,"herbicide","glyphosate"
"4_63",132,"passive",2005,2008,183,10,"herbicide","glyphosate"
"4_68",132,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_68",132,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_68",132,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_69",132,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_69",132,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_69",132,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_7",129,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_7",129,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_7",129,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_7",129,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_7",129,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_70",132,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_70",132,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_70",132,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_71",132,"passive",2005,2005,0,4,"herbicide","sethoxydim"
"4_71",132,"passive",2005,2006,52,4,"herbicide","sethoxydim"
"4_71",132,"passive",2005,2007,104,4,"herbicide","sethoxydim"
"4_76",133,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_76",133,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_76",133,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_76",133,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_76",133,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_77",133,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_77",133,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_77",133,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_77",133,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_77",133,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_78",133,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_78",133,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_78",133,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_78",133,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_78",133,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_79",133,"passive",2005,2005,0,4,"herbicide","sethoxydim"
"4_79",133,"passive",2005,2006,52,4,"herbicide","sethoxydim"
"4_79",133,"passive",2005,2006,78,10,"herbicide","glyphosate"
"4_79",133,"passive",2005,2007,104,4,"herbicide","sethoxydim"
"4_79",133,"passive",2005,2008,183,10,"herbicide","glyphosate"
"4_8",129,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_8",129,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_8",129,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_8",129,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_8",129,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_80",133,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_80",133,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_81",133,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_81",133,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_82",133,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_82",133,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_83",133,"passive",2005,2006,78,10,"herbicide","glyphosate"
"4_83",133,"passive",2005,2008,183,10,"herbicide","glyphosate"
"4_88",133,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_88",133,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_88",133,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_89",133,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_89",133,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_89",133,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_9",129,"passive",2005,2005,0,4,"herbicide","sethoxydim"
"4_9",129,"passive",2005,2006,52,4,"herbicide","sethoxydim"
"4_9",129,"passive",2005,2006,78,10,"herbicide","glyphosate"
"4_9",129,"passive",2005,2007,104,4,"herbicide","sethoxydim"
"4_9",129,"passive",2005,2008,183,10,"herbicide","glyphosate"
"4_90",133,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_90",133,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_90",133,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_91",133,"passive",2005,2005,0,4,"herbicide","sethoxydim"
"4_91",133,"passive",2005,2006,52,4,"herbicide","sethoxydim"
"4_91",133,"passive",2005,2007,104,4,"herbicide","sethoxydim"
"4_96",134,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_96",134,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_96",134,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_96",134,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_96",134,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_97",134,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_97",134,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_97",134,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_97",134,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_97",134,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_98",134,"seeding",2005,2005,0,4,"herbicide","sethoxydim"
"4_98",134,"seeding",2005,2006,52,4,"herbicide","sethoxydim"
"4_98",134,"seeding",2005,2006,78,10,"herbicide","glyphosate"
"4_98",134,"seeding",2005,2007,104,4,"herbicide","sethoxydim"
"4_98",134,"seeding",2005,2008,183,10,"herbicide","glyphosate"
"4_99",134,"passive",2005,2005,0,4,"herbicide","sethoxydim"
"4_99",134,"passive",2005,2006,52,4,"herbicide","sethoxydim"
"4_99",134,"passive",2005,2006,78,10,"herbicide","glyphosate"
"4_99",134,"passive",2005,2007,104,4,"herbicide","sethoxydim"
"4_99",134,"passive",2005,2008,183,10,"herbicide","glyphosate"
