SortID,MonitorID,QUniqueID,Date,Year,Location,Treated,YearTreated,ExSpTabTitle,Baseline,Quadrat,QuadratLocation_m,Species,Native_or_Invasive,PercentCover,OriginalSpecies
24,T-DL,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #1,1,Q3,8.3,mixed grass,MixedGrass,20,mixed invasive grasses
25,T-DL,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #1,1,Q3,8.3,moss,MixedGrass,15,moss
26,T-DL,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #1,1,Q3,8.3,fawn lily,Native,1,fawn lily
27,T-DL,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #1,1,Q3,8.3,Pacific sanicle,Native,1,Pacific sanicle
28,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q1,9,Oregon grape,Native,9,Oregon grape
29,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q1,9,snowberry,Native,14,snowberry
30,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q1,9,fawn lily,Native,5,fawn lily
31,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q1,9,shooting star,Native,5,shooting star
32,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q1,9,mixed grass,MixedGrass,50,mixed invasive grasses
33,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q1,9,field chickweed,Invasive,2,field chickweed
34,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q1,9,Menzies larkspur,Native,5,Menzies larkspur
35,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q1,9,camas,Native,5,camas
36,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q1,9,Scotch broom,Invasive,5,Scotch broom
37,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q2,13.3,Oregon grape,Native,14,Oregon grape
38,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q2,13.3,snowberry,Native,8,snowberry
39,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q2,13.3,camas,Native,5,camas
40,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q2,13.3,mixed grass,MixedGrass,62,mixed invasive grasses
41,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q2,13.3,rose,Native,1,rose
42,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q2,13.3,fawn lily,Native,1,fawn lily
43,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q2,13.3,field chickweed,Invasive,1,field chickweed
44,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q2,13.3,moss,MixedGrass,8,moss
45,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q3,2.6,Menzies larkspur,Native,13,Menzies larkspur
46,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q3,2.6,camas,Native,13,camas
47,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q3,2.6,shooting star,Native,5,shooting star
48,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q3,2.6,mixed invasive grasses,MixedGrass,53,mixed invasive grasses
49,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q3,2.6,speedwell,Invasive,1,speedwell
50,U-DL,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven UnTreated #1,1,Q3,2.6,mixed moss and grass,MixedGrass,15,mixed moss and grass
51,U-CH,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven Untreated #2,2,Q1,9,fawn lily,Native,5,fawn lily
52,U-CH,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven Untreated #2,2,Q1,9,delphinium,Native,2,delphinium
53,U-CH,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven Untreated #2,2,Q1,9,shooting star,Native,1,shooting star
54,U-CH,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven Untreated #2,2,Q1,9,camas,Native,2,camas
55,U-CH,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven Untreated #2,2,Q1,9,mixed grass,MixedGrass,90,mixed grass
56,U-CH,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven Untreated #2,2,Q2,13.3,Oregon grape,Native,10,Oregon grape
57,U-CH,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven Untreated #2,2,Q2,13.3,camas,Native,3,camas
58,U-CH,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven Untreated #2,2,Q2,13.3,delphinium,Native,2,delphinium
59,U-CH,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven Untreated #2,2,Q2,13.3,mixed grass,MixedGrass,81,mixed grass
60,U-CH,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven Untreated #2,2,Q2,13.3,Scotch broom,Invasive,2,Scotch broom
61,U-CH,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven Untreated #2,2,Q2,13.3,fawn lily,Native,2,fawn lily
62,U-CH,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven Untreated #2,2,Q3,2.6,shooting star,Native,2,shooting star
63,U-CH,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven Untreated #2,2,Q3,2.6,delphinium,Native,5,delphinium
64,U-CH,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven Untreated #2,2,Q3,2.6,fawn lily,Native,2,fawn lily
65,U-CH,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven Untreated #2,2,Q3,2.6,mixed moss and grass,MixedGrass,90,mixed moss and grass
66,U-CH,,2025-04-03,2025,Oak Haven,Untreated,NA,2025 Oak Haven Untreated #2,2,Q3,2.6,onion,Native,1,onion
67,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q1,4.3,camas,Native,2,camas
68,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q1,4.3,delphinium,Native,8,delphinium
69,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q1,4.3,fawn lily,Native,2,fawn lily
70,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q1,4.3,shooting star,Native,19,shooting star
71,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q1,4.3,shiny geranium,Invasive,8,shiny geranium
72,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q1,4.3,Pacific sanicle,Native,1,Pacific sanicle
73,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q1,4.3,mixed grass,MixedGrass,60,mixed moss and grass
74,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q2,3.3,camas,Native,8,camas
75,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q2,3.3,delphinium,Native,10,delphinium
76,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q2,3.3,shooting star,Native,7,shooting star
77,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q2,3.3,shiny geranium,Invasive,10,shiny geranium
78,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q2,3.3,mixed moss and grass,MixedGrass,65,mixed moss and grass
79,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q3,8.3,Oregon grape,Native,35,Oregon grape
80,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q3,8.3,snowberry,Native,14,snowberry
81,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q3,8.3,Scotch broom,Invasive,3,Scotch broom
82,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q3,8.3,field chickweed,Invasive,3,field chickweed
83,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q3,8.3,fawn lily,Native,1,fawn lily
84,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q3,8.3,shiny geranium,Invasive,12,shiny geranium
85,T-CH,,2025-04-02,2025,Oak Haven,Treated,2024,2025 Oak Haven Treated #2,1,Q3,8.3,mixed moss and grass,MixedGrass,32,mixed moss and grass
